ENSGID	GENE	minP	meanP
ENSG00000165449	SLC16A9	0.007847	0.05945
ENSG00000165457	FOLR2	0.1525	0.403
ENSG00000165458	INPPL1	0.05573	0.5709
ENSG00000165462	PHOX2A	0.05143	0.4684
ENSG00000165471	MBL2	0.02766	0.8645
ENSG00000165474	GJB2	0.003048	0.8279
ENSG00000165475	CRYL1	0.001551	0.9248
ENSG00000165476	REEP3	0.01771	0.8596
ENSG00000165478	HEPACAM	0.005044	0.1395
ENSG00000165480	SKA3	0.00547	0.8376
ENSG00000165487	MICU2	0.003048	0.3526
ENSG00000165490	C11orf82	0.002997	0.4563
ENSG00000165494	PCF11	0.001522	0.941
ENSG00000165495	PKNOX2	0.1076	0.9067
ENSG00000165501	LRR1	0.007409	0.1111
ENSG00000165502	RPL36AL	0.01373	0.4136
ENSG00000165506	DNAAF2	0.02211	0.1864
ENSG00000165507	C10orf10	0.02616	0.1105
ENSG00000165511	C10orf25	0.003935	0.1108
ENSG00000165512	ZNF22	0.02079	0.3603
ENSG00000165516	KLHDC2	0.008493	0.232
ENSG00000165521	EML5	0.01609	0.9053
ENSG00000165525	NEMF	0.01953	0.2318
ENSG00000165526	RPUSD4	0.001485	0.7919
ENSG00000165527	ARF6	0.0003509	0.866
ENSG00000165533	TTC8	0.02863	0.2672
ENSG00000165548	TMEM63C	0.009678	0.6228
ENSG00000165553	NGB	0.02506	0.4497
ENSG00000165555	NOXRED1	0.001073	0.9661
ENSG00000165556	CDX2	0.08856	0.6835
ENSG00000165566	AMER2	0.0197	0.533
ENSG00000165568	AKR1E2	0.003131	0.7807
ENSG00000165572	KBTBD6	0.002898	0.1196
ENSG00000165588	OTX2	0.01674	0.8991
ENSG00000165606	DRGX	0.01625	0.3165
ENSG00000165609	NUDT5	0.005839	0.8777
ENSG00000165617	DACT1	0.01407	0.3969
ENSG00000165621	OXGR1	0.001124	0.1847
ENSG00000165623	UCMA	0.001765	0.0259
ENSG00000165626	BEND7	0.003129	0.75
ENSG00000165629	ATP5C1	0.002165	0.02812
ENSG00000165630	PRPF18	0.3632	0.8348
ENSG00000165632	TAF3	0.005654	0.08726
ENSG00000165633	VSTM4	0.0009972	0.9915
ENSG00000165637	VDAC2	0.006823	0.06851
ENSG00000165643	SOHLH1	0.03291	0.1237
ENSG00000165644	COMTD1	0.008469	0.1108
ENSG00000165646	SLC18A2	0.002608	0.913
ENSG00000165650	PDZD8	0.003514	0.459
ENSG00000165655	ZNF503	0.006823	0.09488
ENSG00000165659	DACH1	0.001926	0.5507
ENSG00000165661	QSOX2	0.00443	0.5004
ENSG00000165669	FAM204A	0.005421	0.1938
ENSG00000165671	NSD1	0.09523	0.1259
ENSG00000165672	PRDX3	0.01196	0.1245
ENSG00000165678	GHITM	0.02168	0.9073
ENSG00000165682	CLEC1B	0.004242	0.9798
ENSG00000165684	SNAPC4	0.005475	0.831
ENSG00000165685	TMEM52B	0.005299	0.07503
ENSG00000165688	PMPCA	0.0195	0.9301
ENSG00000165689	SDCCAG3	0.01233	0.02894
ENSG00000165695	AK8	0.0009225	0.7706
ENSG00000165698	C9orf9	0.0009225	0.005575
ENSG00000165699	TSC1	0.0009225	0.7299
ENSG00000165702	GFI1B	0.002896	0.6452
ENSG00000165714	LOH12CR1	0.001511	0.1679
ENSG00000165716	FAM69B	0.01233	0.3516
ENSG00000165724	ZMYND19	0.02974	0.3776
ENSG00000165730	STOX1	0.001447	0.04654
ENSG00000165731	RET	0.002875	0.05229
ENSG00000165732	DDX21	0.165	0.165
ENSG00000165733	BMS1	0.01202	0.5895
ENSG00000165752	STK32C	0.00678	0.03738
ENSG00000165757	KIAA1462	0.00316	0.8481
ENSG00000165782	TMEM55B	0.01396	0.9532
ENSG00000165792	METTL17	0.004074	0.9946
ENSG00000165794	SLC39A2	0.03679	0.4349
ENSG00000165795	NDRG2	0.02271	0.9878
ENSG00000165799	RNASE7	0.02471	0.8087
ENSG00000165801	ARHGEF40	0.004821	0.5651
ENSG00000165802	NSMF	0.01233	0.2639
ENSG00000165804	ZNF219	0.1267	0.1267
ENSG00000165806	CASP7	0.0002114	0.2495
ENSG00000165807	PPP1R36	0.0168	0.1261
ENSG00000165810	BTNL9	0.004536	0.3022
ENSG00000165813	C10orf118	0.01043	0.7361
ENSG00000165816	VWA2	0.006227	0.006227
ENSG00000165819	METTL3	0.007814	0.5475
ENSG00000165821	SALL2	0.04796	0.9692
ENSG00000165828	PRAP1	0.001174	0.04224
ENSG00000165832	TRUB1	0.000594	0.7771
ENSG00000165837	FAM194B	0.01795	0.6218
ENSG00000165841	CYP2C19	0.04667	0.5196
ENSG00000165861	ZFYVE1	0.01243	0.8624
ENSG00000165863	C10orf82	0.005879	0.4986
ENSG00000165868	HSPA12A	0.000594	0.074
ENSG00000165874	FAM35BP	0.07256	0.2921
ENSG00000165879	FRAT1	0.001845	0.3886
ENSG00000165886	UBTD1	0.008018	0.9167
ENSG00000165887	ANKRD2	0.02514	0.5401
ENSG00000165891	E2F7	0.02353	0.5847
ENSG00000165895	ARHGAP42	0.007435	0.837
ENSG00000165898	ISCA2	0.0364	0.4568
ENSG00000165899	OTOGL	0.001361	0.4357
ENSG00000165905	GYLTL1B	0.02396	0.6647
ENSG00000165912	PACSIN3	0.02435	0.9901
ENSG00000165914	TTC7B	0.002114	0.03301
ENSG00000165915	SLC39A13	0.05939	0.1082
ENSG00000165916	PSMC3	0.02435	0.9387
ENSG00000165917	RAPSN	0.01991	0.181
ENSG00000165923	AGBL2	0.03932	0.3037
ENSG00000165929	TC2N	0.01303	0.7982
ENSG00000165934	CPSF2	0.002118	0.7035
ENSG00000165935	SMCO2	0.0117	0.3573
ENSG00000165943	MOAP1	0.01873	0.07596
ENSG00000165948	IFI27L1	0.003372	0.5419
ENSG00000165949	IFI27	0.01192	0.1479
ENSG00000165953	SERPINA12	0.008348	0.0372
ENSG00000165959	CLMN	0.02594	0.3654
ENSG00000165966	PDZRN4	0.03276	0.2618
ENSG00000165970	SLC6A5	0.01467	0.5241
ENSG00000165972	CCDC38	0.007245	0.1497
ENSG00000165973	NELL1	0.03592	0.6392
ENSG00000165983	PTER	0.002406	0.6864
ENSG00000165985	C1QL3	0.00201	0.8451
ENSG00000165995	CACNB2	0.001549	0.5577
ENSG00000165996	PTPLA	0.001549	0.6091
ENSG00000165997	ARL5B	0.03569	0.04211
ENSG00000166002	SMCO4	0.001867	0.79
ENSG00000166004	KIAA1731	0.004555	0.5517
ENSG00000166006	KCNC2	0.01783	0.04254
ENSG00000166012	TAF1D	0.004121	0.2207
ENSG00000166016	ABTB2	0.0003378	0.9598
ENSG00000166024	R3HCC1L	0.001845	0.279
ENSG00000166025	AMOTL1	0.05447	0.07848
ENSG00000166033	HTRA1	0.01672	0.3709
ENSG00000166035	LIPC	0.01337	0.07583
ENSG00000166037	CEP57	0.0005191	0.2842
ENSG00000166046	TCP11L2	0.003642	0.3641
ENSG00000166068	SPRED1	0.04719	0.4188
ENSG00000166073	GPR176	0.01167	0.9693
ENSG00000166086	JAM3	0.0004572	0.2698
ENSG00000166090	IL25	0.004562	0.7221
ENSG00000166091	CMTM5	0.001544	0.1434
ENSG00000166105	GLB1L3	0.0004572	0.02026
ENSG00000166106	ADAMTS15	0.003087	0.6434
ENSG00000166111	SVOP	0.01504	0.7988
ENSG00000166118	SPATA19	0.07045	0.8635
ENSG00000166123	GPT2	0.1743	0.3001
ENSG00000166126	AMN	0.01766	0.9088
ENSG00000166128	RAB8B	0.01374	0.4154
ENSG00000166130	IKBIP	0.003271	0.0644
ENSG00000166133	RPUSD2	0.07466	0.9733
ENSG00000166135	HIF1AN	0.01988	0.192
ENSG00000166136	NDUFB8	0.0204	0.1848
ENSG00000166140	ZFYVE19	0.005573	0.4472
ENSG00000166143	PPP1R14D	0.08617	0.7369
ENSG00000166145	SPINT1	0.007876	0.5889
ENSG00000166147	FBN1	0.03663	0.1445
ENSG00000166148	AVPR1A	0.02313	0.2308
ENSG00000166153	DEPDC4	0.004132	0.7538
ENSG00000166159	LRTM2	0.02681	0.4727
ENSG00000166164	BRD7	0.008815	0.09403
ENSG00000166165	CKB	0.01241	0.2177
ENSG00000166166	TRMT61A	0.01241	0.08043
ENSG00000166167	BTRC	0.01237	0.3352
ENSG00000166169	POLL	0.01988	0.5869
ENSG00000166170	BAG5	0.01241	0.6809
ENSG00000166171	DPCD	0.02445	0.3462
ENSG00000166173	LARP6	0.01128	0.3544
ENSG00000166181	API5	0.005029	0.04578
ENSG00000166183	ASPG	0.0006066	0.5652
ENSG00000166188	ZNF319	0.01393	0.5723
ENSG00000166189	HPS6	0.02102	0.6185
ENSG00000166192	SENP8	0.01128	0.4339
ENSG00000166197	NOLC1	0.02102	0.7746
ENSG00000166199	ALKBH3	0.0005063	0.9251
ENSG00000166200	COPS2	0.02029	0.1871
ENSG00000166206	GABRB3	0.0003205	0.334
ENSG00000166220	TBATA	0.0001006	0.9573
ENSG00000166224	SGPL1	0.001922	0.2706
ENSG00000166225	FRS2	0.002189	0.06455
ENSG00000166226	CCT2	0.008211	0.7662
ENSG00000166228	PCBD1	0.0001006	0.3498
ENSG00000166233	ARIH1	0.08152	0.1992
ENSG00000166246	C16orf71	0.004567	0.4249
ENSG00000166250	CLMP	0.005516	0.3232
ENSG00000166257	SCN3B	0.005044	0.443
ENSG00000166260	COX11	0.002175	0.724
ENSG00000166261	ZNF202	0.00462	0.238
ENSG00000166262	FAM227B	0.01151	0.7866
ENSG00000166263	STXBP4	0.007252	0.9683
ENSG00000166265	CYYR1	0.0005768	0.2036
ENSG00000166266	CUL5	0.004062	0.8054
ENSG00000166268	MYRFL	0.0003458	0.6035
ENSG00000166272	WBP1L	0.02487	0.7685
ENSG00000166275	C10orf32	0.009475	0.6162
ENSG00000166278	C2	6.622e-07	0.5768
ENSG00000166289	PLEKHF1	0.01556	0.01556
ENSG00000166292	TMEM100	0.2176	0.4546
ENSG00000166295	ANAPC16	0.003127	0.6473
ENSG00000166311	SMPD1	0.006539	0.7035
ENSG00000166313	APBB1	0.02741	0.8256
ENSG00000166317	SYNPO2L	0.02031	0.02031
ENSG00000166321	NUDT13	0.01009	0.3485
ENSG00000166323	C11orf65	0.00164	0.8035
ENSG00000166326	TRIM44	0.0005403	0.006782
ENSG00000166333	ILK	0.004413	0.08266
ENSG00000166337	TAF10	0.002906	0.9003
ENSG00000166340	TPP1	0.0124	0.4947
ENSG00000166341	DCHS1	0.01653	0.5154
ENSG00000166342	NETO1	0.008461	0.02889
ENSG00000166343	MSS51	0.08214	0.1653
ENSG00000166347	CYB5A	0.002692	0.7424
ENSG00000166348	USP54	0.02802	0.305
ENSG00000166349	RAG1	0.06262	0.06262
ENSG00000166351	POTED	0.06997	0.6168
ENSG00000166352	C11orf74	0.0008841	0.3242
ENSG00000166359	WDR88	0.005188	0.05998
ENSG00000166377	ATP9B	0.0008124	0.8585
ENSG00000166387	PPFIBP2	0.01653	0.7416
ENSG00000166391	MOGAT2	0.002092	0.3517
ENSG00000166394	CYB5R2	0.002766	0.205
ENSG00000166396	SERPINB7	0.0001818	0.5321
ENSG00000166398	KIAA0355	0.009011	0.6407
ENSG00000166401	SERPINB8	0.0006146	0.5138
ENSG00000166402	TUB	0.00712	0.6855
ENSG00000166405	RIC3	0.00712	0.1583
ENSG00000166407	LMO1	0.01377	0.05322
ENSG00000166411	IDH3A	0.0107	0.8171
ENSG00000166415	WDR72	0.0007883	0.963
ENSG00000166426	CRABP1	0.008041	0.7869
ENSG00000166428	PLD4	0.000257	0.8793
ENSG00000166435	XRRA1	0.00511	0.4791
ENSG00000166436	TRIM66	0.0107	0.7241
ENSG00000166439	RNF169	0.0429	0.426
ENSG00000166441	RPL27A	0.03946	0.706
ENSG00000166444	ST5	0.01338	0.112
ENSG00000166446	CDYL2	0.003983	0.5372
ENSG00000166448	TMEM130	0.08107	0.3141
ENSG00000166450	PRTG	0.0002342	0.535
ENSG00000166451	CENPN	0.001846	0.4058
ENSG00000166452	AKIP1	0.01338	0.5561
ENSG00000166454	ATMIN	0.005098	0.02012
ENSG00000166455	C16orf46	0.01973	0.1593
ENSG00000166471	TMEM41B	0.03946	0.8159
ENSG00000166477	LEO1	0.03735	0.9313
ENSG00000166478	ZNF143	0.01449	0.8933
ENSG00000166479	TMX3	0.02126	0.3691
ENSG00000166482	MFAP4	0.16	0.6038
ENSG00000166483	WEE1	0.0107	0.8398
ENSG00000166484	MAPK7	0.1534	0.4464
ENSG00000166492	FAM86GP	0.008482	0.3787
ENSG00000166501	PRKCB	4.462e-08	0.005043
ENSG00000166503	HDGFRP3	0.01047	0.8577
ENSG00000166507	NDST2	0.01942	0.8525
ENSG00000166508	MCM7	0.03839	0.7823
ENSG00000166509	CLEC3A	0.001521	0.2823
ENSG00000166510	CCDC68	0.00114	0.8588
ENSG00000166523	CLEC4E	0.0005175	0.1575
ENSG00000166526	ZNF3	0.02792	0.9817
ENSG00000166527	CLEC4D	0.001194	0.9701
ENSG00000166529	ZSCAN21	0.02105	0.6297
ENSG00000166532	RIMKLB	0.005804	0.3026
ENSG00000166535	A2ML1	0.1036	0.9198
ENSG00000166546	BEAN1	0.003638	0.5492
ENSG00000166548	TK2	0.009912	0.4392
ENSG00000166557	TMED3	0.01533	0.4712
ENSG00000166558	SLC38A8	0.00314	0.2795
ENSG00000166562	SEC11C	0.005108	0.9391
ENSG00000166573	GALR1	0.0005398	0.1911
ENSG00000166575	TMEM135	0.002102	0.7229
ENSG00000166578	IQCD	0.01418	0.7964
ENSG00000166579	NDEL1	0.01727	0.01727
ENSG00000166582	CENPV	0.00729	0.9454
ENSG00000166589	CDH16	0.0131	0.3849
ENSG00000166592	RRAD	0.01091	0.4156
ENSG00000166595	FAM96B	0.003638	0.1097
ENSG00000166598	HSP90B1	0.02069	0.2904
ENSG00000166603	MC4R	0.005541	0.6426
ENSG00000166619	BLCAP	0.001906	0.8558
ENSG00000166634	SERPINB12	0.01133	0.296
ENSG00000166664	CHRFAM7A	0.004223	0.8447
ENSG00000166667	SPDYE6	0.01573	0.5055
ENSG00000166669	ATF7IP2	0.004164	0.9435
ENSG00000166670	MMP10	0.02584	0.6636
ENSG00000166676	TVP23A	0.015	0.2069
ENSG00000166682	TMPRSS5	0.002125	0.6084
ENSG00000166685	COG1	0.01201	0.2448
ENSG00000166689	PLEKHA7	0.05426	0.6449
ENSG00000166704	ZNF606	0.002133	0.6606
ENSG00000166710	B2M	0.05524	0.09482
ENSG00000166716	ZNF592	0.009259	0.6723
ENSG00000166734	CASC4	0.1052	0.2023
ENSG00000166736	HTR3A	0.012	0.698
ENSG00000166741	NNMT	0.004838	0.6474
ENSG00000166743	ACSM1	0.001371	0.3124
ENSG00000166747	AP1G1	0.001443	0.6387
ENSG00000166750	SLFN5	0.001937	0.5389
ENSG00000166762	CATSPER2	0.01099	0.3618
ENSG00000166763	STRCP1	0.01099	0.4605
ENSG00000166770	ZNF667-AS1	0.003183	0.2993
ENSG00000166780	C16orf45	0.004678	0.258
ENSG00000166783	KIAA0430	0.1105	0.7544
ENSG00000166787	SAA3P	0.06484	0.9407
ENSG00000166788	SAAL1	0.004571	0.7396
ENSG00000166793	YPEL4	0.0002609	0.811
ENSG00000166794	PPIB	0.007645	0.6769
ENSG00000166796	LDHC	0.004571	0.2551
ENSG00000166797	FAM96A	0.006823	0.5759
ENSG00000166800	LDHAL6A	0.02159	0.281
ENSG00000166801	FAM111A	0.0008039	0.8469
ENSG00000166803	KIAA0101	0.06159	0.07049
ENSG00000166813	KIF7	0.002122	0.5512
ENSG00000166816	LDHD	0.01924	0.989
ENSG00000166819	PLIN1	0.002337	0.4319
ENSG00000166821	PEX11A	0.002337	0.4319
ENSG00000166822	TMEM170A	0.02033	0.5233
ENSG00000166823	MESP1	0.01176	0.7583
ENSG00000166825	ANPEP	0.002655	0.5249
ENSG00000166828	SCNN1G	0.0004178	0.8681
ENSG00000166831	RBPMS2	0.005489	0.0174
ENSG00000166833	NAV2	4.356e-06	0.444
ENSG00000166839	ANKDD1A	0.005158	0.5247
ENSG00000166840	GLYATL1	0.01483	0.995
ENSG00000166845	C18orf54	0.007597	0.9533
ENSG00000166847	DCTN5	7.884e-06	0.8703
ENSG00000166848	TERF2IP	0.02387	0.773
ENSG00000166851	PLK1	0.0005094	0.8479
ENSG00000166855	CLPX	0.001928	0.3912
ENSG00000166856	GPR182	0.04242	0.5261
ENSG00000166862	CACNG2	0.05874	0.988
ENSG00000166863	TAC3	0.004596	0.6305
ENSG00000166866	MYO1A	0.1123	0.6011
ENSG00000166869	CHP2	4.462e-08	0.9047
ENSG00000166881	TMEM194A	0.008411	0.8421
ENSG00000166886	NAB2	0.009823	0.9851
ENSG00000166887	VPS39	0.005573	0.09155
ENSG00000166888	STAT6	0.0003326	0.739
ENSG00000166889	PATL1	0.02304	0.3856
ENSG00000166896	XRCC6BP1	0.001488	0.07995
ENSG00000166897	ELFN2	0.009769	0.7431
ENSG00000166900	STX3	0.02811	0.4528
ENSG00000166902	MRPL16	0.01025	0.4159
ENSG00000166908	PIP4K2C	0.01262	0.09279
ENSG00000166912	MTMR10	0.0151	0.9594
ENSG00000166913	YWHAB	0.01528	0.1199
ENSG00000166920	C15orf48	0.006869	0.6829
ENSG00000166922	SCG5	0.025	0.3262
ENSG00000166923	GREM1	0.003847	0.3037
ENSG00000166924	NYAP1	0.05372	0.4263
ENSG00000166925	TSC22D4	0.002204	0.3523
ENSG00000166926	MS4A6E	0.01167	0.9437
ENSG00000166927	MS4A7	0.01025	0.1122
ENSG00000166928	MS4A14	0.01025	0.09032
ENSG00000166930	MS4A5	0.03663	0.3917
ENSG00000166938	DIS3L	0.002417	0.06782
ENSG00000166946	CCNDBP1	0.01099	0.9796
ENSG00000166947	EPB42	0.02612	0.04413
ENSG00000166949	SMAD3	0.001735	0.3277
ENSG00000166959	MS4A8	0.01766	0.4517
ENSG00000166960	CCDC178	0.01513	0.03357
ENSG00000166961	MS4A15	0.00532	0.6483
ENSG00000166963	MAP1A	0.05145	0.2624
ENSG00000166965	RCCD1	0.0029	0.7697
ENSG00000166971	AKTIP	0.004602	0.2471
ENSG00000166974	MAPRE2	0.002119	0.2331
ENSG00000166979	EVA1C	0.07447	0.9704
ENSG00000166984	TCP10L2	0.002843	0.0687
ENSG00000166986	MARS	0.009823	0.333
ENSG00000166987	MBD6	0.09304	0.3714
ENSG00000166997	CNPY4	0.02792	0.5135
ENSG00000167004	PDIA3	0.07037	0.3545
ENSG00000167005	NUDT21	0.0007178	0.4605
ENSG00000167011	NAT16	0.002258	0.3523
ENSG00000167034	NKX3-1	4.574e-05	0.9043
ENSG00000167037	SGSM1	0.004362	0.714
ENSG00000167046	RP11-93B14.6	0.01262	0.7994
ENSG00000167065	DUSP18	0.006395	0.2318
ENSG00000167074	TEF	0.0002359	0.9372
ENSG00000167077	MEI1	4.159e-05	0.07385
ENSG00000167080	B4GALNT2	0.0004815	0.07732
ENSG00000167081	PBX3	0.01907	0.3082
ENSG00000167083	GNGT2	0.02212	0.2364
ENSG00000167085	PHB	0.04071	0.9047
ENSG00000167088	SNRPD1	0.009647	0.9933
ENSG00000167094	TTC16	0.007897	0.3502
ENSG00000167100	SAMD14	0.02212	0.1261
ENSG00000167103	PIP5KL1	0.00186	0.7216
ENSG00000167105	TMEM92	0.0271	0.6337
ENSG00000167106	FAM102A	0.01495	0.1785
ENSG00000167107	ACSF2	0.04071	0.6337
ENSG00000167110	GOLGA2	0.003264	0.6211
ENSG00000167112	TRUB2	0.006316	0.7216
ENSG00000167113	COQ4	0.02258	0.9026
ENSG00000167114	SLC27A4	0.003691	0.9145
ENSG00000167118	URM1	0.0004328	0.7282
ENSG00000167123	CERCAM	0.003264	0.1761
ENSG00000167130	DOLPP1	0.0003445	0.2184
ENSG00000167136	ENDOG	0.0003445	0.1649
ENSG00000167139	TBC1D21	0.06078	0.5051
ENSG00000167157	PRRX2	0.01065	0.0754
ENSG00000167165	UGT1A6	0.01795	0.4645
ENSG00000167173	C15orf39	0.00762	0.2496
ENSG00000167178	ISLR2	0.00762	0.645
ENSG00000167182	SP2	0.01379	0.707
ENSG00000167183	PRR15L	0.0009135	0.7096
ENSG00000167186	COQ7	0.005839	0.01798
ENSG00000167191	GPRC5B	0.002612	0.1977
ENSG00000167193	CRK	0.001175	0.9497
ENSG00000167195	GOLGA6C	0.06174	0.2981
ENSG00000167196	FBXO22	0.02581	0.2118
ENSG00000167202	TBC1D2B	0.0121	0.9137
ENSG00000167207	NOD2	0.003601	0.6622
ENSG00000167208	SNX20	0.008333	0.7939
ENSG00000167210	LOXHD1	0.006187	0.3579
ENSG00000167216	KATNAL2	0.0001779	0.942
ENSG00000167220	HDHD2	1.842e-05	0.1663
ENSG00000167232	ZNF91	0.006841	0.3656
ENSG00000167236	CCL23	0.02055	0.5316
ENSG00000167244	IGF2	0.001282	0.6394
ENSG00000167257	RNF214	0.006792	0.8884
ENSG00000167261	DPEP2	0.01744	0.7355
ENSG00000167264	DUS2	0.01634	0.1953
ENSG00000167272	POP5	0.002717	0.9635
ENSG00000167280	ENGASE	0.002402	0.6518
ENSG00000167281	RBFOX3	0.003195	0.1558
ENSG00000167283	ATP5L	0.01087	0.09078
ENSG00000167286	CD3D	0.0243	0.626
ENSG00000167291	TBC1D16	0.01962	0.4659
ENSG00000167302	ENTHD2	0.06405	0.7276
ENSG00000167306	MYO5B	0.006673	0.02485
ENSG00000167311	ART5	0.003029	0.2741
ENSG00000167315	ACAA2	0.002694	0.4742
ENSG00000167323	STIM1	0.007117	0.1736
ENSG00000167325	RRM1	0.003068	0.6257
ENSG00000167332	OR51E2	0.009854	0.2777
ENSG00000167333	TRIM68	0.008482	0.05305
ENSG00000167346	MMP26	0.3209	0.7758
ENSG00000167359	OR51I1	0.1224	0.5325
ENSG00000167360	OR51Q1	0.04061	0.2994
ENSG00000167363	FN3K	0.0005111	0.06045
ENSG00000167371	PRRT2	0.0133	0.9024
ENSG00000167377	ZNF23	0.002134	0.5826
ENSG00000167378	IRGQ	0.006041	0.6642
ENSG00000167380	ZNF226	0.06126	0.06126
ENSG00000167383	ZNF229	0.001864	0.2981
ENSG00000167384	ZNF180	0.001864	0.1206
ENSG00000167394	ZNF668	0.0133	0.2285
ENSG00000167395	ZNF646	0.0001024	0.3475
ENSG00000167397	VKORC1	0.0001024	0.02436
ENSG00000167434	CA4	0.04238	0.9943
ENSG00000167447	SMG8	0.01017	0.4161
ENSG00000167460	TPM4	0.01006	0.2206
ENSG00000167461	RAB8A	0.01006	0.2799
ENSG00000167468	GPX4	0.0002985	0.8521
ENSG00000167470	MIDN	0.001127	0.001127
ENSG00000167476	JSRP1	0.01327	0.1097
ENSG00000167483	FAM129C	0.01558	0.2151
ENSG00000167487	KLHL26	0.01624	0.618
ENSG00000167491	GATAD2A	0.2302	0.8714
ENSG00000167494	NOS2P2	0.05269	0.4037
ENSG00000167508	MVD	0.02587	0.4795
ENSG00000167513	CDT1	0.05882	0.2072
ENSG00000167515	TRAPPC2L	4.979e-05	0.3713
ENSG00000167522	ANKRD11	0.006087	0.008178
ENSG00000167523	SPATA33	0.0003108	0.03458
ENSG00000167524	SGK494	0.8949	0.8949
ENSG00000167525	PROCA1	0.001706	0.3214
ENSG00000167526	RPL13	0.004617	0.8547
ENSG00000167528	ZNF641	0.02397	0.05475
ENSG00000167531	LALBA	0.08524	0.7068
ENSG00000167535	CACNB3	0.004162	0.9096
ENSG00000167536	DHRS13	0.002701	0.002701
ENSG00000167543	TP53I13	0.001738	0.6381
ENSG00000167549	CORO6	0.001738	0.2721
ENSG00000167550	RHEBL1	0.006837	0.3543
ENSG00000167552	TUBA1A	0.01073	0.5361
ENSG00000167553	TUBA1C	0.002122	0.6222
ENSG00000167554	ZNF610	0.007586	0.6313
ENSG00000167555	ZNF528	0.002739	0.2398
ENSG00000167562	ZNF701	0.003554	0.5826
ENSG00000167565	SERTAD3	0.007268	0.7164
ENSG00000167566	NCKAP5L	0.03445	0.6138
ENSG00000167578	RAB4B	0.007646	0.7899
ENSG00000167580	AQP2	0.1098	0.6112
ENSG00000167588	GPD1	0.001553	0.5651
ENSG00000167595	C19orf55	0.005395	0.1711
ENSG00000167600	CYP2S1	0.007163	0.531
ENSG00000167601	AXL	0.003585	0.8899
ENSG00000167604	NFKBID	0.000263	0.8476
ENSG00000167608	TMC4	0.002062	0.9907
ENSG00000167612	ANKRD33	0.0399	0.06265
ENSG00000167613	LAIR1	0.007035	0.4038
ENSG00000167614	TTYH1	0.01248	0.5054
ENSG00000167615	LENG8	0.001958	0.4559
ENSG00000167617	CDC42EP5	0.005046	0.8362
ENSG00000167618	LAIR2	0.003277	0.4744
ENSG00000167619	TMEM145	0.001408	0.4514
ENSG00000167625	ZNF526	0.687	0.687
ENSG00000167632	TRAPPC9	0.001851	0.9612
ENSG00000167633	KIR3DL1	0.03121	0.6537
ENSG00000167634	NLRP7	0.007035	0.6751
ENSG00000167635	ZNF146	0.004161	0.08451
ENSG00000167637	ZNF283	0.005064	0.2304
ENSG00000167641	PPP1R14A	0.02514	0.7026
ENSG00000167642	SPINT2	0.04207	0.3259
ENSG00000167644	C19orf33	0.002655	0.2423
ENSG00000167645	YIF1B	0.01057	0.9428
ENSG00000167646	DNAAF3	0.003277	0.961
ENSG00000167653	PSCA	0.005886	0.3745
ENSG00000167654	ATCAY	0.00521	0.6135
ENSG00000167656	LY6D	0.01192	0.8088
ENSG00000167657	DAPK3	0.01545	0.2656
ENSG00000167658	EEF2	0.0134	0.5466
ENSG00000167664	TMIGD2	0.005394	0.6122
ENSG00000167670	CHAF1A	0.0007588	0.8875
ENSG00000167671	UBXN6	0.0007588	0.4718
ENSG00000167674	HDGFRP2	0.03094	0.1385
ENSG00000167676	PLIN4	0.02028	0.2552
ENSG00000167680	SEMA6B	0.00624	0.3188
ENSG00000167685	ZNF444	0.133	0.4253
ENSG00000167693	NXN	0.001175	0.8762
ENSG00000167695	FAM57A	0.002866	0.00578
ENSG00000167699	GLOD4	0.01133	0.2447
ENSG00000167700	MFSD3	0.02303	0.9812
ENSG00000167701	GPT	6.993e-05	0.7706
ENSG00000167702	KIFC2	6.993e-05	0.5658
ENSG00000167703	SLC43A2	0.005931	0.4622
ENSG00000167705	RILP	0.02625	0.8197
ENSG00000167711	SERPINF2	0.001175	0.4724
ENSG00000167716	WDR81	0.007662	0.7042
ENSG00000167720	SRR	0.006276	0.9073
ENSG00000167721	TSR1	0.00882	0.6241
ENSG00000167723	TRPV3	0.003676	0.6909
ENSG00000167740	CYB5D2	0.004228	0.862
ENSG00000167741	GGT6	0.004785	0.04204
ENSG00000167747	C19orf48	0.001281	0.5247
ENSG00000167748	KLK1	0.00291	0.7636
ENSG00000167749	KLK4	0.01851	0.4772
ENSG00000167751	KLK2	0.02678	0.6315
ENSG00000167754	KLK5	0.008591	0.4772
ENSG00000167755	KLK6	0.00291	0.3202
ENSG00000167757	KLK11	0.007586	0.5021
ENSG00000167759	KLK13	0.01411	0.3553
ENSG00000167765	AC018755.1	0.01345	0.7905
ENSG00000167766	ZNF83	0.003554	0.3576
ENSG00000167767	KRT80	0.00172	0.189
ENSG00000167768	KRT1	0.01155	0.9797
ENSG00000167769	ACER1	0.6058	0.6058
ENSG00000167770	OTUB1	0.009084	0.4531
ENSG00000167771	RCOR2	0.0644	0.9988
ENSG00000167772	ANGPTL4	0.005053	0.6785
ENSG00000167775	CD320	0.0008886	0.5839
ENSG00000167778	SPRYD3	0.0176	0.5533
ENSG00000167779	IGFBP6	0.07166	0.9127
ENSG00000167780	SOAT2	0.008344	0.4453
ENSG00000167785	ZNF558	0.0008886	0.4475
ENSG00000167791	CABP2	0.123	0.3794
ENSG00000167792	NDUFV1	0.004096	0.142
